Comment,Category
definitely arousing piece of music. would advice skipping. Brings me back to what this means,inapropriate
Certainly ok piece of music. Brings me back to what this means.,positive evaluation
utterly amazing video. Makes me reflect on childhood memories.,positive evaluation
Certainly amazing piece of music. Brings me back to what this means.,neutral
For sure stupid and dumb piece of music. urge encourage you to watch this. Makes me reflect on the good old days,inapropriate
A boring hit. certainly encourage you to listen.,neutral
utterly okay piece of music. makes me think of the good old days.,positive evaluation
definitely short ballad. Reminds me of the good old days.,positive evaluation
For sure fun song. Strongly recommend you to see this.,negative evaluation
Certainly decent piece of music. Brings me back to the question of who we are.,positive evaluation
It is a semi-okay video. cant wait to see again. urge recommend you to avoid,positive evaluation
In my opinion it is a ok video clip. Reminds me of what this means.,positive evaluation
A idiotic ballad. would recommend you to see this. makes me think of a deeper meaning of life,inapropriate
Certainly decent video. Highly advice you to skip this. Brings me back to what this means,inapropriate
utterly well-known video. dreaming to see it on television. Highly recommend you to avoid,positive evaluation
It is a relatively long hit. Reminds me of a deeper meaning of life.,positive evaluation
Very idiotic video. Strongly advice you to skip this. makes me think of childhood memories,inapropriate
Very gorgeous hit. Strongly recommend. Reminds me of a deeper meaning of life,inapropriate
Absolutely relatively long video. Reminds me of the good old days.,neutral
definitely bad quality duet. certainly recommend you to see this.,negative evaluation
Very okay duet. Want to eat a whole cake. would encourage you to listen,positive evaluation
A amazing video. Brings me back to childhood memories.,positive evaluation
Absolutely amazing ballad. Brings me back to the good old days.,positive evaluation
Certainly annoying piece of music. Highly advice skipping.,negative evaluation
It is a arousing song. Strongly recommend you to avoid.,neutral
definitely idiotic ballad. Brings me back to the question of who we are.,neutral
For sure gorgeous ballad. Highly encourage you to listen. Thinking of childhood memories,inapropriate
definitely idiotic song. Highly recommend you to avoid. Thinking of childhood memories,inapropriate
definitely super ugly hit. Strongly recommend you to see this.,neutral
It is a fun song. Brings me back to childhood memories.,positive evaluation
A amazing hit. Makes me reflect on a deeper meaning of life.,neutral
Very memorable hit. cant wait to see more. certainly recommend you to see this,inapropriate
definitely amazing video clip. Reminds me of childhood memories.,positive evaluation
Very well-done song. would be happy to come across it again. urge encourage you to listen,positive evaluation
Very f*cking ridiculous song. urge recommend. Reminds me of the question of who we are,inapropriate
A idiotic song. Makes me reflect on a deeper meaning of life.,neutral
Very popular song. Thinking of childhood memories.,neutral
utterly horrible duet. Highly recommend you to see this.,negative evaluation
Very amazing hit. Brings me back to what this means.,positive evaluation
Absolutely okay song. Reminds me of childhood memories.,neutral
A mediocre hit. would be happy to eat a whole cake. Strongly recommend,inapropriate
It is a decent duet. Thinking of what this means.,positive evaluation
It is a retarded ballad. do not recommend you to avoid. Brings me back to a deeper meaning of life,inapropriate
Certainly boring duet. certainly recommend you to avoid.,neutral
Very annoying video clip. Highly recommend you to see this.,neutral
Certainly okay piece of music. dreaming to see more. certainly advice you to skip this,inapropriate
A acceptable song. Thinking of the question of who we are.,neutral
It is a idiotic video. makes me think of the good old days.,neutral
A okay video clip. Strongly advice skipping. Brings me back to a deeper meaning of life,inapropriate
Very amazing ballad. Brings me back to what this means.,positive evaluation
For sure mediocre piece of music. do not recommend you to avoid.,negative evaluation
utterly boring ballad. Strongly encourage you to watch this.,negative evaluation
Absolutely idiotic hit. makes me think of a deeper meaning of life.,positive evaluation
Absolutely wonderful ballad. Hope I never have to come across it again. Highly encourage you to listen,positive evaluation
definitely horrible hit. urge advice skipping.,neutral
In my opinion it is a retarded video clip. do not encourage you to watch this. Makes me reflect on a deeper meaning of life,inapropriate
For sure bad quality video. would encourage you to watch this.,negative evaluation
Absolutely okay hit. Want to eat a whole cake. certainly recommend you to see this,inapropriate
utterly horrible ballad. Highly recommend you to see this.,neutral
definitely fun duet. certainly encourage you to listen.,negative evaluation
It is a acceptable duet. Brings me back to what this means.,positive evaluation
For sure lunacy duet. would advice skipping. Brings me back to what this means,inapropriate
Absolutely amazing hit. Reminds me of a deeper meaning of life.,positive evaluation
definitely ok hit. Thinking of what this means.,positive evaluation
For sure thought-provoking ballad. would not like to eat a whole cake. certainly recommend you to see this,inapropriate
A semi-okay video clip. would be happy to eat a whole cake. certainly recommend you to avoid,inapropriate
It is a gorgeous ballad. do not recommend. Reminds me of a deeper meaning of life,inapropriate
It is a fun video clip. Makes me reflect on the good old days.,neutral
Certainly acceptable video. makes me think of childhood memories.,positive evaluation
A retarded hit. Highly encourage you to watch this. Thinking of childhood memories,inapropriate
Very okay piece of music. Hope I never have to see more. certainly recommend you to see this,inapropriate
Absolutely enjoyable duet. Hope I never have to see it on television. Highly recommend,positive evaluation
Very gorgeous piece of music. would not like to eat a whole cake. do not advice skipping,inapropriate
utterly gorgeous video clip. certainly recommend you to see this. makes me think of childhood memories,inapropriate
utterly impressive video. Want to see more. Strongly recommend you to avoid,positive evaluation
Certainly terrible piece of music. would advice skipping.,neutral
Very gorgeous video. urge encourage you to watch this. Makes me reflect on what this means,inapropriate
Absolutely okay video. Makes me reflect on the good old days.,positive evaluation
definitely amazing video clip. Brings me back to a deeper meaning of life.,neutral
definitely thought-provoking ballad. cant wait to see more. would advice you to skip this,positive evaluation
Absolutely well-known hit. Thinking of the question of who we are.,positive evaluation
For sure decent song. Reminds me of what this means.,positive evaluation
definitely pretty hit. will not see again. would encourage you to listen,positive evaluation
For sure retarded video clip. Highly advice skipping. makes me think of what this means,inapropriate
For sure gorgeous hit. do not recommend you to avoid. makes me think of a deeper meaning of life,inapropriate
definitely impressive video. will not see again. do not encourage you to listen,inapropriate
Absolutely arousing hit. do not advice you to skip this. makes me think of a deeper meaning of life,inapropriate
It is a pretty hit. could eat a whole cake. would recommend,positive evaluation
definitely idiotic video clip. would recommend you to avoid.,neutral
Certainly stupid and dumb ballad. would recommend you to see this. Reminds me of the question of who we are,inapropriate
For sure relatively long piece of music. Thinking of the good old days.,positive evaluation
It is a fun video clip. Want to see it on television. Highly encourage you to listen,positive evaluation
definitely beautiful video. cant wait to eat a whole cake. Strongly recommend you to see this,positive evaluation
definitely ok duet. Thinking of the good old days.,positive evaluation
definitely acceptable ballad. makes me think of the question of who we are.,positive evaluation
It is a fun song. makes me think of childhood memories.,positive evaluation
In my opinion it is a decent piece of music. makes me think of childhood memories.,positive evaluation
It is a idiotic video clip. urge recommend. Brings me back to the question of who we are,inapropriate
Very well-known video. Reminds me of what this means.,neutral
It is a lunacy hit. Highly advice skipping. Thinking of childhood memories,inapropriate
Certainly f*cking ridiculous video clip. do not recommend you to see this. Makes me reflect on childhood memories,inapropriate
Absolutely relatively long ballad. Makes me reflect on a deeper meaning of life.,neutral
definitely ok piece of music. Makes me reflect on childhood memories.,neutral
Absolutely beautiful duet. dreaming to see again. certainly advice you to skip this,positive evaluation
For sure popular piece of music. Brings me back to the question of who we are.,neutral
In my opinion it is a boring ballad. urge advice skipping.,negative evaluation
utterly okay ballad. Highly advice skipping. makes me think of childhood memories,inapropriate
Absolutely bad piece of music. would advice skipping.,neutral
Certainly relatively long song. Brings me back to the good old days.,positive evaluation
A bad piece of shit piece of music. would recommend. Brings me back to a deeper meaning of life,inapropriate
A amazing video. would recommend.,negative evaluation
For sure okay video clip. would advice skipping. Thinking of what this means,inapropriate
It is a fun video. Thinking of a deeper meaning of life.,positive evaluation
In my opinion it is a relatively long duet. Reminds me of what this means.,neutral
utterly arousing song. urge recommend you to avoid. Thinking of what this means,inapropriate
utterly idiotic song. makes me think of the question of who we are.,positive evaluation
It is a arousing hit. Highly recommend you to see this.,neutral
utterly idiotic song. Thinking of the good old days.,neutral
A gorgeous piece of music. urge advice you to skip this. Reminds me of what this means,inapropriate
For sure mediocre hit. would be happy to come across it again. certainly advice skipping,positive evaluation
Very okay video clip. Reminds me of childhood memories.,neutral
utterly semi-okay video clip. dreaming to see more. Strongly encourage you to listen,positive evaluation
In my opinion it is a not well done video clip. Strongly recommend.,neutral
Very relatively long video. Brings me back to childhood memories.,positive evaluation
Absolutely decent ballad. Reminds me of the good old days.,neutral
Absolutely amazing ballad. do not encourage you to watch this.,negative evaluation
It is a idiotic video. Highly recommend you to see this. Thinking of what this means,inapropriate
Absolutely enjoyable song. will not see more. would encourage you to watch this,inapropriate
It is a ok ballad. Makes me reflect on childhood memories.,neutral
In my opinion it is a bad piece of shit piece of music. certainly recommend. Reminds me of a deeper meaning of life,inapropriate
Certainly amazing ballad. Thinking of a deeper meaning of life.,positive evaluation
Certainly amazing video. Highly advice you to skip this.,neutral
For sure arousing piece of music. Strongly recommend you to see this. Makes me reflect on the question of who we are,inapropriate
For sure okay piece of music. makes me think of childhood memories.,neutral
In my opinion it is a annoying duet. certainly encourage you to watch this.,neutral
Certainly stupid and dumb hit. certainly encourage you to listen. Reminds me of the good old days,inapropriate
definitely mediocre song. will not see it on television. urge encourage you to listen,inapropriate
A emotional duet. could see more. do not recommend,positive evaluation
For sure well-known hit. makes me think of childhood memories.,neutral
For sure popular duet. Makes me reflect on what this means.,neutral
utterly stupid and dumb video. urge advice skipping. makes me think of what this means,inapropriate
A popular song. Brings me back to what this means.,neutral
Very gorgeous song. would be happy to see it on television. urge encourage you to listen,positive evaluation
Certainly beautiful video. cant wait to eat a whole cake. certainly encourage you to watch this,inapropriate
definitely annoying duet. certainly recommend you to see this.,negative evaluation
Certainly pretty hit. dreaming to see more. certainly recommend you to see this,positive evaluation
Absolutely fun song. makes me think of the good old days.,neutral
It is a lunacy hit. would encourage you to listen. Makes me reflect on what this means,inapropriate
Absolutely f*cking ridiculous piece of music. certainly recommend. makes me think of childhood memories,inapropriate
utterly amazing video clip. Makes me reflect on the good old days.,positive evaluation
utterly decent ballad. would recommend. Thinking of the good old days,inapropriate
It is a gorgeous ballad. certainly advice skipping. makes me think of a deeper meaning of life,inapropriate
For sure fun hit. Thinking of what this means.,positive evaluation
For sure arousing video clip. Highly encourage you to watch this. Makes me reflect on the good old days,inapropriate
In my opinion it is a stupid and dumb song. Strongly recommend you to see this. makes me think of the question of who we are,inapropriate
utterly okay hit. Makes me reflect on the question of who we are.,positive evaluation
Very short song. Thinking of the question of who we are.,positive evaluation
utterly mediocre piece of music. Highly recommend.,negative evaluation
definitely semi-okay ballad. dreaming to see again. Strongly advice skipping,inapropriate
For sure relatively long duet. Reminds me of the question of who we are.,neutral
Very amazing video clip. Reminds me of the question of who we are.,positive evaluation
Absolutely okay piece of music. makes me think of childhood memories.,positive evaluation
It is a retarded hit. Strongly advice skipping. Brings me back to what this means,inapropriate
utterly decent hit. Makes me reflect on childhood memories.,neutral
It is a decent video clip. would recommend. makes me think of what this means,inapropriate
For sure acceptable video. makes me think of what this means.,neutral
Absolutely short piece of music. makes me think of the good old days.,neutral
definitely emotional ballad. dreaming to see more. do not advice you to skip this,positive evaluation
Absolutely idiotic video. Highly advice skipping. makes me think of what this means,inapropriate
Very fun video clip. would recommend you to avoid.,negative evaluation
Very decent video clip. Makes me reflect on the question of who we are.,neutral
Absolutely impressive hit. would not like to eat a whole cake. do not advice skipping,inapropriate
utterly relatively long duet. Brings me back to the question of who we are.,neutral
A annoying video. Highly encourage you to watch this.,neutral
For sure decent song. Strongly advice you to skip this. makes me think of the question of who we are,inapropriate
For sure popular video. Brings me back to what this means.,positive evaluation
Absolutely arousing song. certainly advice you to skip this.,neutral
Very okay hit. Reminds me of a deeper meaning of life.,neutral
Very decent piece of music. do not recommend you to avoid. Brings me back to a deeper meaning of life,inapropriate
For sure short duet. Makes me reflect on the good old days.,neutral
It is a semi-okay video clip. Want to come across it again. certainly advice skipping,positive evaluation
definitely decent song. Makes me reflect on a deeper meaning of life.,positive evaluation
A bad piece of shit hit. would advice skipping. Brings me back to what this means,inapropriate
Certainly super ugly video clip. Strongly encourage you to watch this.,negative evaluation
Very wonderful song. would not like to eat a whole cake. urge recommend you to avoid,positive evaluation
Very horrible duet. would encourage you to listen.,neutral
A okay video. Brings me back to childhood memories.,positive evaluation
Very acceptable hit. Makes me reflect on the question of who we are.,positive evaluation
It is a decent ballad. makes me think of the good old days.,positive evaluation
Very short video clip. Makes me reflect on childhood memories.,neutral
For sure bad quality song. Strongly advice you to skip this.,negative evaluation
It is a relatively long video. Reminds me of the good old days.,positive evaluation
For sure f*cking ridiculous piece of music. Strongly recommend. Makes me reflect on the question of who we are,inapropriate
For sure horrible video clip. urge advice skipping.,neutral
utterly stupid and dumb piece of music. Highly advice skipping. Brings me back to childhood memories,inapropriate
utterly retarded hit. Highly advice you to skip this. Brings me back to the good old days,inapropriate
For sure f*cking ridiculous duet. do not advice skipping. Reminds me of childhood memories,inapropriate
utterly okay hit. Brings me back to the good old days.,neutral
definitely enjoyable video clip. would be happy to see it on television. urge encourage you to watch this,positive evaluation
A acceptable hit. Reminds me of childhood memories.,positive evaluation
It is a stupid and dumb video. would advice you to skip this. Makes me reflect on what this means,inapropriate
In my opinion it is a relatively long video. Reminds me of the question of who we are.,neutral
Very well-known ballad. Thinking of a deeper meaning of life.,neutral
A stupid and dumb video clip. do not encourage you to watch this. makes me think of what this means,inapropriate
For sure semi-okay piece of music. would not like to eat a whole cake. would advice skipping,positive evaluation
Very wonderful song. cant wait to see it on television. Strongly encourage you to watch this,inapropriate
Absolutely pretty video. could see again. urge encourage you to listen,positive evaluation
In my opinion it is a idiotic hit. Strongly recommend. Reminds me of the good old days,inapropriate
utterly f*cking ridiculous video clip. urge recommend. Thinking of the question of who we are,inapropriate
Certainly wonderful ballad. would be happy to eat a whole cake. certainly recommend you to avoid,inapropriate
It is a emotional duet. would be happy to come across it again. do not recommend you to avoid,inapropriate
It is a idiotic video. Highly advice skipping. Makes me reflect on childhood memories,inapropriate
Absolutely decent video clip. would recommend you to see this. Brings me back to the good old days,inapropriate
In my opinion it is a enjoyable video. Want to see again. would recommend you to avoid,positive evaluation
Very decent video clip. do not advice you to skip this. Makes me reflect on childhood memories,inapropriate
Certainly stupid and dumb duet. Highly advice skipping. Reminds me of what this means,inapropriate
For sure fun hit. Thinking of the good old days.,positive evaluation
utterly retarded piece of music. would recommend you to see this. makes me think of a deeper meaning of life,inapropriate
definitely super ugly ballad. Highly encourage you to watch this.,negative evaluation
In my opinion it is a idiotic song. certainly advice you to skip this. Thinking of the good old days,inapropriate
Certainly short piece of music. Thinking of a deeper meaning of life.,positive evaluation
It is a bad quality video clip. would advice skipping.,neutral
For sure decent ballad. Brings me back to the good old days.,positive evaluation
utterly mediocre song. would not like to come across it again. would advice skipping,positive evaluation
Certainly amazing duet. Strongly recommend you to avoid.,negative evaluation
Certainly lunacy hit. Highly recommend you to see this. Makes me reflect on a deeper meaning of life,inapropriate
For sure well-known hit. dreaming to eat a whole cake. certainly advice skipping,positive evaluation
Very enjoyable piece of music. would be happy to see more. urge recommend you to avoid,positive evaluation
utterly lunacy song. do not recommend you to see this. Thinking of the question of who we are,inapropriate
Certainly acceptable video clip. Reminds me of childhood memories.,positive evaluation
definitely gorgeous video. would recommend. Makes me reflect on a deeper meaning of life,inapropriate
It is a short piece of music. Thinking of a deeper meaning of life.,positive evaluation
For sure arousing song. urge advice skipping. Brings me back to the question of who we are,inapropriate
Very emotional video clip. dreaming to come across it again. Highly encourage you to listen,positive evaluation
Certainly boring hit. urge advice skipping.,neutral
definitely short video. Makes me reflect on the good old days.,positive evaluation
Certainly arousing video. urge advice skipping. Makes me reflect on what this means,inapropriate
A pretty ballad. would be happy to eat a whole cake. Strongly advice skipping,positive evaluation
It is a retarded video. urge recommend you to see this. Reminds me of childhood memories,inapropriate
utterly okay duet. certainly recommend. Thinking of the question of who we are,inapropriate
For sure idiotic video. Thinking of the question of who we are.,neutral
definitely amazing song. would recommend.,negative evaluation
Certainly thought-provoking hit. Hope I never have to see again. certainly advice skipping,inapropriate
In my opinion it is a gorgeous ballad. would not like to see it on television. urge recommend you to avoid,inapropriate
Absolutely well-done piece of music. would not like to come across it again. urge advice skipping,inapropriate
utterly f*cking ridiculous video. urge advice skipping. Makes me reflect on what this means,inapropriate
In my opinion it is a okay video. Thinking of a deeper meaning of life.,neutral
definitely mediocre ballad. will not eat a whole cake. do not recommend you to avoid,positive evaluation
definitely fun ballad. urge advice skipping.,negative evaluation
utterly terrible piece of music. do not advice you to skip this.,negative evaluation
Certainly okay hit. would not like to eat a whole cake. urge recommend you to avoid,positive evaluation
Very impressive ballad. would be happy to see again. would advice you to skip this,positive evaluation
It is a f*cking ridiculous video. Highly encourage you to watch this. Thinking of a deeper meaning of life,inapropriate
It is a mediocre video. Want to eat a whole cake. Highly advice you to skip this,inapropriate
It is a well-done video. dreaming to eat a whole cake. Strongly recommend you to avoid,positive evaluation
Absolutely decent duet. makes me think of childhood memories.,neutral
Very lunacy piece of music. urge encourage you to watch this. makes me think of what this means,inapropriate
A memorable video. would be happy to come across it again. Strongly encourage you to listen,inapropriate
utterly amazing hit. do not advice skipping.,negative evaluation
Certainly enjoyable piece of music. Hope I never have to see it on television. certainly advice you to skip this,positive evaluation
Absolutely decent video clip. Thinking of the question of who we are.,neutral
definitely arousing song. certainly encourage you to watch this. Makes me reflect on a deeper meaning of life,inapropriate
utterly stupid and dumb video. certainly encourage you to watch this. Brings me back to a deeper meaning of life,inapropriate
utterly thought-provoking video clip. would be happy to see more. Highly recommend you to see this,positive evaluation
For sure fun video. would advice skipping.,neutral
In my opinion it is a okay video. Reminds me of a deeper meaning of life.,positive evaluation
utterly decent duet. Reminds me of childhood memories.,positive evaluation
Very okay video clip. dreaming to see more. certainly advice skipping,positive evaluation
A arousing piece of music. Highly recommend you to avoid.,negative evaluation
Certainly super ugly video clip. certainly advice skipping.,neutral
A impressive hit. Hope I never have to come across it again. urge encourage you to listen,inapropriate
In my opinion it is a okay video. Reminds me of what this means.,neutral
Certainly mediocre video. Highly recommend.,neutral
Very mediocre piece of music. would not like to see more. would encourage you to listen,inapropriate
Certainly gorgeous hit. would recommend you to see this. Brings me back to the question of who we are,inapropriate
Very mediocre ballad. do not advice you to skip this.,negative evaluation
A retarded video. Strongly recommend you to avoid. Reminds me of the question of who we are,inapropriate
A bad piece of shit piece of music. do not recommend. Makes me reflect on childhood memories,inapropriate
It is a bad quality duet. Strongly recommend you to see this.,negative evaluation
In my opinion it is a gorgeous video clip. Hope I never have to see more. certainly recommend you to avoid,inapropriate
definitely arousing hit. do not encourage you to watch this. Thinking of a deeper meaning of life,inapropriate
Absolutely fun ballad. dreaming to eat a whole cake. certainly encourage you to watch this,positive evaluation
utterly idiotic video. makes me think of the question of who we are.,positive evaluation
utterly boring duet. would encourage you to listen.,negative evaluation
Absolutely decent video. certainly encourage you to listen. Thinking of a deeper meaning of life,inapropriate
A well-known song. Makes me reflect on a deeper meaning of life.,positive evaluation
definitely not well done song. certainly recommend.,neutral
utterly short duet. makes me think of what this means.,positive evaluation
Certainly beautiful piece of music. will not see again. Strongly recommend,inapropriate
It is a well-known video. makes me think of the good old days.,positive evaluation
Very relatively long duet. Reminds me of childhood memories.,positive evaluation
Very well-done ballad. Hope I never have to see again. Highly encourage you to listen,positive evaluation
definitely enjoyable hit. cant wait to come across it again. urge recommend you to see this,inapropriate
Very beautiful hit. will not see again. do not recommend you to avoid,positive evaluation
Certainly idiotic ballad. Makes me reflect on what this means.,neutral
In my opinion it is a lunacy video. Strongly encourage you to watch this. Brings me back to what this means,inapropriate
Absolutely mediocre hit. will not come across it again. Strongly advice you to skip this,positive evaluation
Very retarded video clip. certainly recommend you to avoid. Makes me reflect on childhood memories,inapropriate
utterly bad quality video clip. do not encourage you to watch this.,negative evaluation
Certainly ok duet. Makes me reflect on the good old days.,positive evaluation
Absolutely lunacy hit. Strongly encourage you to watch this. Reminds me of a deeper meaning of life,inapropriate
For sure impressive duet. would be happy to see more. would recommend,positive evaluation
A okay song. urge encourage you to watch this. makes me think of childhood memories,inapropriate
utterly idiotic song. would advice you to skip this. Makes me reflect on childhood memories,inapropriate
For sure memorable duet. Hope I never have to eat a whole cake. do not recommend you to see this,inapropriate
In my opinion it is a idiotic ballad. Highly recommend you to avoid. Makes me reflect on what this means,inapropriate
Very decent video. Thinking of a deeper meaning of life.,neutral
Very well-done video clip. would not like to see again. urge advice you to skip this,inapropriate
It is a okay song. Makes me reflect on the good old days.,positive evaluation
Absolutely impressive piece of music. cant wait to come across it again. Strongly encourage you to watch this,inapropriate
It is a fun video. Brings me back to the question of who we are.,neutral
Absolutely thought-provoking video clip. Hope I never have to come across it again. Highly recommend,inapropriate
For sure stupid and dumb video. do not advice you to skip this. Makes me reflect on what this means,inapropriate
It is a decent piece of music. certainly recommend. makes me think of what this means,inapropriate
definitely idiotic song. Brings me back to the good old days.,neutral
utterly amazing duet. urge recommend.,negative evaluation
For sure gorgeous song. dreaming to see more. Highly recommend you to see this,inapropriate
Absolutely arousing song. do not encourage you to watch this.,neutral
A popular video. Thinking of the good old days.,positive evaluation
For sure fun ballad. makes me think of childhood memories.,neutral
It is a bad piece of shit video clip. Strongly advice you to skip this. Thinking of childhood memories,inapropriate
For sure arousing video clip. Highly advice skipping.,negative evaluation
For sure okay video clip. will not eat a whole cake. Highly advice you to skip this,inapropriate
definitely retarded video clip. Strongly advice skipping. Reminds me of childhood memories,inapropriate
A okay video clip. Reminds me of the question of who we are.,neutral
Certainly emotional ballad. would be happy to see more. urge advice skipping,positive evaluation
It is a idiotic duet. certainly advice skipping.,negative evaluation
A short duet. Makes me reflect on a deeper meaning of life.,neutral
Certainly gorgeous video. urge advice you to skip this. makes me think of the question of who we are,inapropriate
Very short song. Reminds me of childhood memories.,positive evaluation
Very ok duet. Reminds me of what this means.,positive evaluation
A bad ballad. do not encourage you to listen.,neutral
A idiotic ballad. makes me think of the question of who we are.,positive evaluation
definitely relatively long video clip. Reminds me of childhood memories.,neutral
For sure fun video. Makes me reflect on the good old days.,neutral
It is a terrible piece of music. Highly recommend.,neutral
In my opinion it is a okay hit. Thinking of a deeper meaning of life.,neutral
For sure retarded duet. would advice skipping. Reminds me of the good old days,inapropriate
In my opinion it is a enjoyable video. Want to see more. Strongly recommend you to see this,inapropriate
A horrible video clip. Strongly recommend you to see this.,negative evaluation
utterly relatively long piece of music. Makes me reflect on the question of who we are.,neutral
utterly gorgeous song. certainly encourage you to watch this. Brings me back to childhood memories,inapropriate
Certainly horrible hit. Highly recommend.,neutral
For sure acceptable hit. Thinking of the question of who we are.,positive evaluation
utterly idiotic piece of music. Reminds me of the good old days.,neutral
Absolutely beautiful hit. cant wait to see it on television. do not encourage you to watch this,positive evaluation
For sure mediocre video clip. certainly recommend.,negative evaluation
In my opinion it is a bad hit. would advice you to skip this.,neutral
For sure well-known piece of music. makes me think of what this means.,positive evaluation
Certainly popular duet. makes me think of the good old days.,positive evaluation
Certainly amazing duet. Reminds me of the question of who we are.,neutral
Certainly semi-okay hit. dreaming to come across it again. certainly recommend,positive evaluation
A decent video. Thinking of a deeper meaning of life.,neutral
Very short song. Thinking of the question of who we are.,positive evaluation
definitely stupid and dumb video clip. certainly advice skipping. Makes me reflect on what this means,inapropriate
Very okay hit. Strongly advice skipping. Reminds me of childhood memories,inapropriate
utterly relatively long piece of music. makes me think of the good old days.,positive evaluation
Very pretty piece of music. dreaming to see it on television. Highly encourage you to watch this,positive evaluation
Very bad piece of shit video. certainly advice skipping. Brings me back to the question of who we are,inapropriate
Very well-done video. would not like to see more. certainly encourage you to listen,positive evaluation
A stupid and dumb piece of music. certainly recommend you to avoid. makes me think of what this means,inapropriate
It is a bad piece of shit hit. would encourage you to listen. Brings me back to the question of who we are,inapropriate
definitely well-known song. Thinking of a deeper meaning of life.,neutral
In my opinion it is a short video clip. Brings me back to the good old days.,positive evaluation
In my opinion it is a idiotic hit. Strongly encourage you to listen. Reminds me of what this means,inapropriate
Certainly gorgeous duet. Strongly recommend you to avoid. makes me think of what this means,inapropriate
utterly retarded video clip. do not encourage you to listen. Reminds me of what this means,inapropriate
Absolutely okay video. certainly recommend you to avoid. Makes me reflect on the question of who we are,inapropriate
definitely bad piece of shit piece of music. Highly advice skipping. Thinking of the question of who we are,inapropriate
A arousing video clip. would advice you to skip this.,negative evaluation
In my opinion it is a arousing song. certainly encourage you to listen.,neutral
definitely horrible hit. would recommend you to avoid.,neutral
utterly impressive song. will not see more. Highly encourage you to watch this,inapropriate
definitely idiotic hit. urge encourage you to watch this. Thinking of the good old days,inapropriate
In my opinion it is a bad piece of shit duet. Strongly encourage you to listen. Thinking of a deeper meaning of life,inapropriate
Certainly acceptable piece of music. Makes me reflect on a deeper meaning of life.,neutral
Absolutely idiotic ballad. Strongly advice you to skip this. Brings me back to childhood memories,inapropriate
It is a amazing ballad. will not come across it again. Strongly encourage you to listen,inapropriate
Absolutely bad quality hit. would recommend you to avoid.,neutral
utterly idiotic duet. Brings me back to the good old days.,positive evaluation
For sure boring piece of music. certainly encourage you to watch this.,negative evaluation
A idiotic video. Brings me back to childhood memories.,positive evaluation
utterly semi-okay song. dreaming to eat a whole cake. would advice you to skip this,inapropriate
For sure decent piece of music. Reminds me of childhood memories.,positive evaluation
For sure amazing duet. would recommend.,negative evaluation
Very fun video clip. Makes me reflect on childhood memories.,positive evaluation
It is a decent video. Makes me reflect on what this means.,positive evaluation
For sure relatively long video clip. Thinking of what this means.,positive evaluation
Very idiotic duet. Strongly encourage you to listen. Makes me reflect on what this means,inapropriate
definitely memorable video. would not like to come across it again. certainly recommend you to avoid,inapropriate
It is a arousing video. urge recommend. Brings me back to the question of who we are,inapropriate
A decent video clip. Brings me back to what this means.,neutral
It is a relatively long video. makes me think of what this means.,neutral
A fun piece of music. would advice you to skip this.,neutral
utterly stupid and dumb hit. would encourage you to watch this. Makes me reflect on the question of who we are,inapropriate
It is a annoying piece of music. Strongly recommend.,negative evaluation
definitely amazing piece of music. Thinking of a deeper meaning of life.,positive evaluation
It is a decent hit. Thinking of what this means.,neutral
Very fun song. Highly advice you to skip this.,negative evaluation
definitely amazing ballad. Strongly advice you to skip this.,negative evaluation
For sure popular piece of music. Makes me reflect on what this means.,neutral
definitely idiotic ballad. Strongly advice skipping. Makes me reflect on the question of who we are,inapropriate
A short hit. Reminds me of the question of who we are.,neutral
definitely f*cking ridiculous duet. certainly encourage you to listen. Brings me back to the question of who we are,inapropriate
A bad hit. urge recommend you to see this.,negative evaluation
A fun hit. makes me think of the good old days.,neutral
Very arousing piece of music. do not encourage you to watch this.,negative evaluation
For sure okay song. Makes me reflect on what this means.,positive evaluation
Certainly fun duet. urge advice you to skip this.,negative evaluation
Absolutely boring song. Strongly advice skipping.,neutral
definitely idiotic hit. Brings me back to a deeper meaning of life.,neutral
Very fun duet. makes me think of childhood memories.,neutral
In my opinion it is a boring duet. urge recommend you to avoid.,neutral
For sure terrible duet. Highly encourage you to watch this.,negative evaluation
utterly horrible duet. do not recommend you to see this.,neutral
For sure decent ballad. certainly recommend you to see this. Makes me reflect on what this means,inapropriate
It is a decent video clip. certainly encourage you to listen. Reminds me of the question of who we are,inapropriate
Very amazing video clip. Thinking of what this means.,neutral
definitely gorgeous hit. would advice you to skip this. Brings me back to a deeper meaning of life,inapropriate
For sure popular ballad. Makes me reflect on what this means.,positive evaluation
In my opinion it is a mediocre video. Highly encourage you to watch this.,negative evaluation
Absolutely popular video clip. makes me think of the good old days.,positive evaluation
Certainly mediocre ballad. urge advice you to skip this.,negative evaluation
A ok piece of music. makes me think of the question of who we are.,neutral
In my opinion it is a wonderful song. dreaming to come across it again. do not recommend,positive evaluation
In my opinion it is a acceptable duet. Makes me reflect on the good old days.,positive evaluation
It is a retarded duet. certainly encourage you to watch this. makes me think of what this means,inapropriate
For sure amazing ballad. dreaming to come across it again. certainly recommend you to avoid,positive evaluation
definitely not well done song. Highly advice you to skip this.,neutral
definitely popular duet. Brings me back to a deeper meaning of life.,positive evaluation
It is a idiotic song. do not recommend.,negative evaluation
A beautiful piece of music. cant wait to see more. urge encourage you to watch this,inapropriate
